station_id,StationName,ntd_mode,agency,line_name,facility_type,Year built,Square Feet,Latitude,Longitude,full_address,City,State,County,Zip_Code,Inner_MaxHeight,Inner_MinHeight,Inner_AvgHeight,Inner_BuildingsWithHeight,Inner_TotalBuildings,Inner_TotalFootprint,Inner_AvgFootprint,Middle_MaxHeight,Middle_MinHeight,Middle_AvgHeight,Middle_BuildingsWithHeight,Middle_TotalBuildings,Middle_TotalFootprint,Middle_AvgFootprint,Outer_MaxHeight,Outer_MinHeight,Outer_AvgHeight,Outer_BuildingsWithHeight,Outer_TotalBuildings,Outer_TotalFootprint,Outer_AvgFootprint,HasStepDown_Inner_Middle,HasStepDown_Middle_Outer,ConsistentStepDown
4676,WEST VALLEY CENTRAL STATION,Light Rail,Utah Transit Authority (UTA),"Blue Line, Green Line",At-Grade Fixed Guideway Station,2011,10005,40.694367,-111.959841,"West Valley Central Station, West Valley City, UT 84119, USA",West Valley City,UT,Salt Lake County,84119,1,1,1,1,21,19516.25,929.35,1,1,1,2,145,43144.29,297.55,1,1,1,7,1158,289627.34,250.11,FALSE,FALSE,FALSE
4677,WOODS CROSS STATION,Commuter Rail,Utah Transit Authority (UTA),FrontRunner,At-Grade Fixed Guideway Station,2008,10211,40.880611,-111.903123,"Woods Cross, Woods Cross, UT 84087, USA",Woods Cross,UT,Davis County,84087,,,,0,44,8215.58,186.72,,,,0,220,49723.62,226.02,1,1,1,1,635,195743.97,308.26,FALSE,FALSE,FALSE
4678,11TH ST/MILL AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4188871,-111.9399093,"Mill Av & 10th St, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,5,5,5,1,56,34967.65,624.42,20,1,3.62,8,204,77390.43,379.36,30,1,3.93,42,753,443481.54,588.95,FALSE,FALSE,FALSE
4679,12TH ST/JEFFERSON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3360,33.4472288,-112.0556596,"12th St/Jefferson, Phoenix, AZ 85034, USA",Phoenix,AZ,Maricopa County,85034,5,1,2.5,4,32,16100.16,503.13,1,1,1,3,129,63967.42,495.87,3,1,2,11,614,291449.27,474.67,TRUE,FALSE,FALSE
4680,12TH ST/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3360,33.4482198,-112.0572116,"12th St/Washington, Phoenix, AZ 85034, USA",Phoenix,AZ,Maricopa County,85034,5,2,3.5,2,35,19538.93,558.26,2,1,1.17,6,143,70637.82,493.97,7,1,2.6,15,722,291185.42,403.3,TRUE,FALSE,FALSE
4681,19TH AVENUE/CAMELBACK STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.5095431,-112.0988071,"19th Ave/Camelback, Phoenix, AZ 85015, USA",Phoenix,AZ,Maricopa County,85015,5,1,2.6,5,85,28597.36,336.44,5,1,2.62,13,254,88385.32,347.97,4,1,1.71,7,1277,367289,287.62,FALSE,TRUE,FALSE
4682,19TH AVENUE/DUNLOP STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2016,6340,33.567288,-112.100854,"19th Ave/Dunlap, 1901 W Dunlap Ave, Phoenix, AZ 85021, USA",Phoenix,AZ,Maricopa County,85021,1,1,1,3,35,15584.68,445.28,1,1,1,80,166,54775.32,329.97,7,1,1.05,414,889,304276.65,342.27,FALSE,FALSE,FALSE
4683,19TH AVENUE/MONTEBELLO STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5040,33.5205918,-112.099731,"Montebello/ 19th Ave, Phoenix, AZ 85015, USA",Phoenix,AZ,Maricopa County,85015,1,1,1,14,61,14902.57,244.3,2,1,1.14,7,202,88454.63,437.89,5,1,1.16,49,1039,327235.9,314.95,FALSE,FALSE,FALSE
4684,24TH ST/JEFFERSON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3920,33.4471951,-112.0292812,"24th St/Jefferson, Phoenix, AZ 85034, USA",Phoenix,AZ,Maricopa County,85034,1,1,1,3,47,16408.77,349.12,,,,0,135,59726.27,442.42,3,1,1.36,28,261,214983.73,823.69,FALSE,FALSE,FALSE
4685,24TH ST/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3920,33.4482232,-112.0292885,"24th St/Washington, Phoenix, AZ 85034, USA",Phoenix,AZ,Maricopa County,85034,1,1,1,3,38,14355.32,377.77,,,,0,150,68371.78,455.81,3,1,1.27,45,337,233622.32,693.24,FALSE,FALSE,FALSE
4686,25TH AVENUE/DUNLOP STATION,Light Rail,Valley Metro Rail,Light Rail,Simple At-Grade Platform Station,2024,,33.5675,-112.111,"25th Ave/Dunlap, Phoenix, AZ 85021, USA",Phoenix,AZ,Maricopa County,85021,,,,0,65,28655.46,440.85,7,1,3,4,132,90710.43,687.2,4,1,1.02,261,731,241645.03,330.57,FALSE,TRUE,FALSE
4687,38TH ST/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4572,33.4481024,-111.9998864,"38th St/Washington, Phoenix, AZ 85034, USA",Phoenix,AZ,Maricopa County,85034,1,1,1,1,8,19242.17,2405.27,,,,0,60,88853.08,1480.88,,,,0,355,226072.01,636.82,FALSE,FALSE,FALSE
4688,3RD ST/ASH AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4275451,-111.9429642,"Third St/Ash, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,15,4,7.25,4,33,35186.73,1066.26,14,1,4.62,8,130,51836.12,398.74,30,1,6.48,27,488,285388.51,584.81,TRUE,FALSE,FALSE
4689,3RD ST/JEFFERSON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3640,33.4463041,-112.0693114,"331 E Jefferson St, Phoenix, AZ 85004, USA",Phoenix,AZ,Maricopa County,85004,23,1,8.67,3,10,51640.26,5164.03,27,1,5.65,20,44,196455.68,4464.9,34,0,5.73,60,406,466795.14,1149.74,FALSE,FALSE,FALSE
4690,3RD ST/MILL AVENU STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.427448,-111.940651,"Mill Ave/3rd St, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,12,4,6.5,4,18,26473.43,1470.75,15,1,8.5,6,57,58991.07,1034.93,30,1,6.85,33,442,327419.05,740.77,FALSE,FALSE,FALSE
4691,3RD ST/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3687,33.4483186,-112.0706185,"3rd St/Washington, Phoenix, AZ 85004, USA",Phoenix,AZ,Maricopa County,85004,12,1,3.5,8,18,93761.43,5208.97,34,0,4.76,25,62,131029.89,2113.39,34,1,5.97,76,373,530411.67,1422.02,FALSE,FALSE,FALSE
4692,44TH ST/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,6720,33.4481699,-111.9879831,"4399 E Washington St, Phoenix, AZ 85008, USA",Phoenix,AZ,Maricopa County,85008,2,2,2,1,16,22697.35,1418.58,,,,0,53,54079.66,1020.37,5,2,3.5,4,236,147472.65,624.88,FALSE,FALSE,FALSE
4693,50TH/WASHINGTON STREET STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2019,3500,33.44704,-111.9753,"50th St/Washington St, Phoenix, AZ 85026, USA",Phoenix,AZ,Maricopa County,85026,,,,0,22,16135.03,733.41,,,,0,32,95760.62,2992.52,5,2,3.5,2,275,212112.09,771.32,FALSE,FALSE,FALSE
4694,5TH ST/ASH AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4256298,-111.9433602,"498 S Ash Ave, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,5,1,2.67,6,33,22402.59,678.87,30,2,10.71,7,188,100234.65,533.16,20,1,4.88,24,661,324900.79,491.53,FALSE,TRUE,FALSE
4695,6TH ST/MILL AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4245797,-111.939651,"533 S Mill Ave, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,2,2,2,1,25,29807.23,1192.29,30,1,6.9,10,82,90438.55,1102.91,20,1,5.14,49,578,365063.82,631.6,FALSE,TRUE,FALSE
4696,7TH AVENUE/CAMELBACK STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.5093082,-112.0833362,"7th Ave/Camelback, Phoenix, AZ 85013, USA",Phoenix,AZ,Maricopa County,85013,3,1,1.67,3,40,15698.79,392.47,3,3,3,1,218,94575.01,433.83,17,1,2.3,23,1348,334172.76,247.9,FALSE,FALSE,FALSE
4697,9TH ST/MILL AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.42084,-111.939942,"811 S Mill Ave, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,20,1,6.75,4,52,34544.07,664.31,4,1,1.8,5,157,105364.1,671.11,30,1,3.87,52,723,413569.66,572.02,TRUE,FALSE,FALSE
4698,ALMA-SCHOOL/MAIN STREET STATION,Light Rail,Valley Metro Rail,Light Rail,Simple At-Grade Platform Station,2015,4573,33.4149376,-111.8555496,"Alma School/Main St, Mesa, AZ 85201, USA",Mesa,AZ,Maricopa County,85201,3,1,2.29,7,36,13473.56,374.27,1,1,1,5,169,68421.69,404.86,1,1,1,2,590,305187.02,517.27,TRUE,FALSE,FALSE
4699,CAMPBELL/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5228,33.5014099,-112.0737859,"Campbell/Central Ave, Phoenix, AZ 85013, USA",Phoenix,AZ,Maricopa County,85013,6,1,3.2,5,47,41800.76,889.38,1,1,1,6,163,46154.61,283.16,17,1,2.45,33,909,287690.84,316.49,TRUE,FALSE,FALSE
4700,CENTER PKWY/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4572,33.4380634,-111.9466274,"Center Pkwy/Washington, Tempe, AZ 85288, USA",Tempe,AZ,Maricopa County,85288,,,,0,11,11925.76,1084.16,7,3,4,4,33,28771.27,871.86,9,2,4.25,4,61,81588.73,1337.52,FALSE,FALSE,FALSE
4701,CENTER/MAIN STREET STATION,Light Rail,Valley Metro Rail,Light Rail,Simple At-Grade Platform Station,2015,4573,33.4150975,-111.8306604,"Center/Main St, Mesa, AZ 85201, USA",Mesa,AZ,Maricopa County,85201,8,2,5,2,27,34694.14,1284.97,2,1,1.57,7,90,81485.15,905.39,2,2,2,1,618,288884.68,467.45,TRUE,FALSE,FALSE
4702,CENTRAL AVENUE/CAMELBACK STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,6369,33.5086663,-112.0753075,"Central Ave/Camelback, Phoenix, AZ 85013, USA",Phoenix,AZ,Maricopa County,85013,17,1,6.2,5,80,23372.65,292.16,2,1,1.17,6,240,72068.82,300.29,6,1,2.5,12,1075,377830.83,351.47,TRUE,FALSE,FALSE
4703,COLLEGE AVE/APACHE BOULEVARD STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4148444,-111.9359048,"243 E Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,3,3,3,1,41,38331.99,934.93,6,3,4.5,2,139,83393.67,599.95,20,1,3.68,44,645,397754.16,616.67,FALSE,FALSE,FALSE
4704,COUNTRY CLUB/MAIN STREET STATION,Light Rail,Valley Metro Rail,Light Rail,Simple At-Grade Platform Station,2015,4573,33.415115,-111.8390359,"Country Club/Main St, Mesa, AZ 85201, USA",Mesa,AZ,Maricopa County,85201,2,2,2,1,48,21654.88,451.14,,,,0,192,96927.05,504.83,8,1,2.38,8,819,323914.93,395.5,FALSE,FALSE,FALSE
4705,DORSEY/APACHE BOULEVARD STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4144803,-111.9168332,"1307 S Cedar St, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,1,1,1,2,57,21112.13,370.39,4,1,2.33,3,242,63080.76,260.66,7,1,2.28,18,964,360422.54,373.88,FALSE,FALSE,FALSE
4706,DORSEY/APACHE BOULEVARD STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.4147604,-111.9168813,"Dorsey Ln/Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,1,1,1,2,56,20345.67,363.32,4,1,2.33,3,253,66475.82,262.75,7,1,2.28,18,947,352246.3,371.96,FALSE,FALSE,FALSE
4707,ENCANTO/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,6154,33.4736671,-112.0738151,"Encanto/Central Ave, Phoenix, AZ 85003, USA",Phoenix,AZ,Maricopa County,85003,21,1,5.75,8,58,26230.27,452.25,18,1,1.86,57,304,76373.32,251.23,25,1,2.39,145,1206,350518.18,290.65,TRUE,FALSE,FALSE
4708,GILBERT AND MAIN STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2019,4573,33.4153,-111.7907,"Gilbert Rd. / Main St., Mesa, AZ 85204, USA",Mesa,AZ,Maricopa County,85204,,,,0,43,21734.38,505.45,,,,0,243,83367.3,343.08,2,2,2,1,1227,316551.97,257.99,FALSE,FALSE,FALSE
4709,GLENDALE/19TH AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2016,6340,33.537549,-112.099705,"Glendale/19th Ave, Phoenix, AZ 85021, USA",Phoenix,AZ,Maricopa County,85021,2,1,1.25,4,44,24196.64,549.92,3,1,1.5,6,290,95763.37,330.22,2,2,2,5,976,316679.09,324.47,FALSE,TRUE,FALSE
4710,HAYDEN FERRY/RIO SALADO PKWY STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.43008,-111.938205,"Hayden Ferry/Rio Salado, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,20,4,11.5,8,9,20076.77,2230.75,15,1,8,7,16,45953.9,2872.12,30,1,8.75,16,188,200942.89,1068.85,TRUE,FALSE,FALSE
4711,INDIAN SCHOOL/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5495,33.4957541,-112.0737874,"Indian School/Central Ave, Phoenix, AZ 85012, USA",Phoenix,AZ,Maricopa County,85012,5,1,1.67,9,28,15876.24,567.01,20,1,3.93,15,133,92036.98,692.01,21,1,3.51,84,828,357736.84,432.05,FALSE,FALSE,FALSE
4712,JEFFERSON/1ST AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4360,33.4477744,-112.0752017,"Jefferson/1st Ave, Phoenix, AZ 85003, USA",Phoenix,AZ,Maricopa County,85003,27,1,5.21,14,24,52478.32,2186.6,34,1,5.4,43,94,172907.72,1839.44,26,0,5.71,45,320,535796.38,1674.36,FALSE,TRUE,FALSE
4713,MARINA HEIGHTS/RIO SALADO PKWY STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4296791,-111.9326284,"472 E Rio Salado Pkwy, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,22,8,15.75,4,7,19402.3,2771.76,24,3,10.5,4,12,47860.78,3988.4,20,1,6.15,39,124,236254.93,1905.28,FALSE,TRUE,FALSE
4714,MCCLINTOCK/APACHE BOULEVARD STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.4147259,-111.90824,"1822 E Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,,,,0,31,21545.8,695.03,2,2,2,1,206,83480.9,405.25,4,1,2,16,942,352588.36,374.3,FALSE,FALSE,FALSE
4715,MCDOWELL/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.4647252,-112.0738207,"McDowell/Central Ave, Phoenix, AZ 85003, USA",Phoenix,AZ,Maricopa County,85003,6,1,1.45,20,44,18992.83,431.66,11,1,1.41,100,182,94587.6,519.71,24,1,1.93,210,903,312896.27,346.51,FALSE,FALSE,FALSE
4716,MESA DRIVE/MAIN STREET STATION,Light Rail,Valley Metro Rail,Light Rail,Simple At-Grade Platform Station,2015,4573,33.415061,-111.822429,"Mesa Dr. / Main St., unavailable, Dr and main St bus is, Mesa, AZ 85204, USA",Mesa,AZ,Maricopa County,85204,,,,0,25,23398.86,935.95,,,,0,124,52866.69,426.34,8,2,4,3,880,305338.97,346.98,FALSE,FALSE,FALSE
4717,METRO PARKWAY STATION,Light Rail,Valley Metro Rail,Light Rail,Elevated Fixed Guideway Station,2024,,33.57511,-112.118417,"Metro Pkwy, Phoenix, AZ 85051, USA",Phoenix,AZ,Maricopa County,85051,,,,0,6,9457.38,1576.23,,,,0,43,89433.34,2079.85,2,1,1.5,2,179,198881.88,1111.07,FALSE,FALSE,FALSE
4718,MILL AVENUE/3RD ST. STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4072,33.4275021,-111.9406801,"Mill Ave/3rd St, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,12,1,5.4,5,19,27462.5,1445.39,15,2,10,5,57,52375.24,918.86,30,1,6.85,33,435,320662.92,737.16,FALSE,FALSE,FALSE
4719,MOUNTAIN VIEW/25TH AVE STATION,Light Rail,Valley Metro Rail,Light Rail,Elevated Fixed Guideway Station,2024,,33.573186,-112.112156,"Mountain View/25th Ave, Phoenix, AZ 85029, USA",Phoenix,AZ,Maricopa County,85029,,,,0,10,13476.45,1347.64,,,,0,40,34947.34,873.68,7,1,2.57,7,473,312140.59,659.92,FALSE,FALSE,FALSE
4720,NORTHERN/19TH AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2016,6340,33.552161,-112.099609,"Northern/19th Ave, Phoenix, AZ 85021, USA",Phoenix,AZ,Maricopa County,85021,4,1,1.29,14,56,25681.58,458.6,2,1,1.2,5,229,98010.47,427.99,2,1,1.32,50,1080,335688.94,310.82,TRUE,FALSE,FALSE
4721,OSBORN/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5389,33.4868613,-112.0738069,"Osborn/Central Ave, Phoenix, AZ 85012, USA",Phoenix,AZ,Maricopa County,85012,27,1,7.69,13,28,39557.68,1412.77,21,1,4.77,22,107,106619.21,996.44,26,1,5.8,74,744,445761.3,599.14,TRUE,FALSE,FALSE
4722,PASEO DEL SABER/APACHE BOULEVARD STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4149281,-111.9291314,"602 E Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,7,2,4.5,6,27,34923.74,1293.47,8,1,3.3,10,82,107085.51,1305.92,7,1,3.3,40,555,395740.15,713.05,FALSE,TRUE,FALSE
4723,PRIEST DR/WASHINGTON STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4572,33.4420028,-111.9560903,"Priest Dr/Washington St, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,5,1,2.67,6,12,27017.22,2251.44,6,1,3.4,5,52,54118.02,1040.73,9,3,4.17,6,148,177388.01,1198.57,FALSE,FALSE,FALSE
4724,PRINCE 101 FHWY/APACHE BOULEVARD STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5040,33.4148134,-111.8880868,"Price-101/Apache Blvd, Tempe, AZ 85288, USA",Tempe,AZ,Maricopa County,85288,,,,0,41,16449.84,401.22,4,4,4,1,218,55717.36,255.58,2,2,2,21,806,305876.6,379.5,FALSE,TRUE,FALSE
4725,ROOSEVELT/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,16740,33.4593882,-112.0740617,"Roosevelt/Central Ave, Phoenix, AZ 85003, USA",Phoenix,AZ,Maricopa County,85003,13,1,9,4,47,29733.95,632.64,19,1,4.7,20,136,67154.51,493.78,30,1,2.28,202,738,360756.63,488.83,FALSE,FALSE,FALSE
4726,RURAL ROAD/APACHE BOULEVARD STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4147079,-111.9250445,"Rural/Apache, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,6,1,2.67,3,27,19716.47,730.24,7,1,3.8,10,97,89111.83,918.68,8,1,3.32,25,698,406514.13,582.4,FALSE,FALSE,FALSE
4727,SMITH-MARTIN/APACHE BOULEVARD STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4573,33.4147835,-111.9007658,"Smith-Martin/Apache Blvd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,3,2,2.67,3,88,28950.02,328.98,,,,0,224,72035.51,321.59,,,,0,787,361935.53,459.89,FALSE,FALSE,FALSE
4728,STAPLEY AND MAIN STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2019,3500,33.41526,-111.8031,"Stapley/Main, Mesa, AZ 85203, USA",Mesa,AZ,Maricopa County,85203,,,,0,60,26747.91,445.8,,,,0,310,83332.23,268.81,2,1,1.71,17,1349,320600.1,237.66,FALSE,FALSE,FALSE
4729,SYCAMORE/MAIN STREET STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5040,33.4148508,-111.8708912,"Sycamore/Main St, Mesa, AZ 85202, USA",Mesa,AZ,Maricopa County,85202,,,,0,27,17416.92,645.07,,,,0,112,64990.13,580.27,3,1,2,3,927,377016.74,406.71,FALSE,FALSE,FALSE
4730,TEMPE BEACH PARK/RIO SALADO PKWY STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.429436,-111.941547,"Tempe Beach Park/Rio Salado, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,15,1,7.8,5,20,24175.62,1208.78,14,4,9.71,7,48,38367.41,799.32,30,1,8.05,19,349,249290.32,714.3,TRUE,FALSE,FALSE
4731,THOMAS/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,5560,33.4812275,-112.0737716,"Thomas/Central Ave, Phoenix, AZ 85012, USA",Phoenix,AZ,Maricopa County,85012,26,1,9.5,12,25,41957.5,1678.3,25,1,7.38,21,131,113355,865.31,27,1,3.52,82,920,389217.18,423.06,TRUE,FALSE,FALSE
4732,UNIVERSITY DRIVE/ASH AVENUE STATION,Streetcar,Valley Metro Rail,Tempe Streetcar,Simple At-Grade Platform Station,2022,,33.4233218,-111.9424849,"655 S Ash Ave, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,30,4,9.8,5,19,37053.96,1950.21,4,1,1.64,11,198,82071.4,414.5,20,1,4.56,27,813,342242.6,420.96,TRUE,FALSE,FALSE
4733,UNIVERSITY DRIVE/RURAL STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3920,33.4207626,-111.9269093,"University Dr/Rural Rd, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,5,5,5,1,17,27858.62,1638.74,15,1,3.6,20,49,105740.45,2157.97,7,1,3.69,48,335,411029.28,1226.95,FALSE,TRUE,FALSE
4734,VAN BUREN/CENTRAL AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,3513,33.4519146,-112.0739284,"Van Buren/Central Ave, Phoenix, AZ 85004, USA",Phoenix,AZ,Maricopa County,85004,34,1,15.44,9,32,48128.61,1504.02,16,1,3.96,28,94,128840.87,1370.65,30,0,5.54,79,498,560690.81,1125.89,TRUE,FALSE,FALSE
4735,VETERANS WAY/COLLEGE AVENUE STATION,Light Rail,Valley Metro Rail,Light Rail,At-Grade Fixed Guideway Station,2007,4480,33.4261283,-111.9359264,"Veterans Way/College Ave, Tempe, AZ 85281, USA",Tempe,AZ,Maricopa County,85281,3,3,3,2,29,26149.29,901.7,7,1,2.5,6,37,76555.03,2069.05,30,1,6.7,66,226,367368.91,1625.53,FALSE,FALSE,FALSE
4736,ADDISON RD STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),"Blue,Silver",At-Grade Fixed Guideway Station,1980,37602,38.88673121,-76.8941346,"100 Addison Rd S, FAIRMOUNT HGT, MD 20743, USA",Fairmount Hghts,MD,Prince George's County,20743,3,0,1.13,85,90,11362.91,126.25,4,0,1.58,249,256,23787,92.92,4,0,1.27,1208,1255,143789.63,114.57,FALSE,FALSE,FALSE
4737,ANACOSTIA STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),Green,Underground Fixed Guideway Station,1991,54041,38.862171,-76.995352,"1023 Howard Rd SE, Washington, DC 20020, USA",District of Columbia,DC,District of Columbia,20020,3,3,3,1,28,10992.64,392.59,5,0,2.88,17,184,52752.25,286.7,3,1,2.1,252,910,157036.1,172.57,FALSE,TRUE,FALSE
4738,ARCHIVES STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),"Green,Yellow",Underground Fixed Guideway Station,1983,34845,38.89322449,-77.02190866,"701 Pennsylvania Avenue NW #7, Washington, DC 20004, USA",District of Columbia,DC,District of Columbia,20004,15,6,10.88,8,23,20801.36,904.41,13,1,9.45,20,75,77473.35,1032.98,23,1,9.09,98,296,465911.47,1574.03,TRUE,FALSE,FALSE
4739,ARLINGTON CEMETERY  STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),Blue,At-Grade Fixed Guideway Station,1977,34319,38.88458844,-77.06309959,"1000 Memorial Ave, Fort Myer, VA 22211, USA",Arlington,VA,Arlington County,22211,,,,0,0,0,0,,,,0,4,11880.05,2970.01,,,,0,8,6072.67,759.08,FALSE,FALSE,FALSE
4740,ASHBURN STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),Silver,At-Grade Fixed Guideway Station,2022,37953,39.005283,-77.491537,"Ashburn, Ashburn, VA 20147, USA",Ashburn,VA,Loudoun County,20147,2,2,2,4,23,12984.53,564.54,8,5,6,3,16,29153.5,1822.09,4,4,4,2,157,138822.39,884.22,FALSE,TRUE,FALSE
4741,BALLSTON-MU STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),"Orange,Silver",Underground Fixed Guideway Station,1979,43512,38.8822602,-77.11322048,"Fairfax Dr EB at N Taylor St NS, Arlington, VA 22203, USA",Arlington,VA,Arlington County,22203,21,1,6.33,40,55,46027.09,836.86,26,1,3.36,347,579,103772.55,179.23,24,1,3.45,417,1323,297703.71,225.02,FALSE,TRUE,FALSE
4742,BENNING RD STATION,Heavy Rail,Washington Metropolitan Area Transit Authority (WMATA),"Blue,Silver",Underground Fixed Guideway Station,1980,30663,38.890223,-76.937587,"4514 Benning Rd NE, Washington, DC 20019, USA",District of Columbia,DC,District of Columbia,20019,3,1,1.93,73,134,18159.83,135.52,3,1,1.69,250,532,65403.94,122.94,3,1,1.82,1361,1961,195426.48,99.66,FALSE,FALSE,FALSE
