station_id,StationName,ntd_mode,agency,line_name,facility_type,Year built,Square Feet,Latitude,Longitude,full_address,City,State,County,Zip_Code,Inner_MaxHeight,Inner_MinHeight,Inner_AvgHeight,Inner_BuildingsWithHeight,Inner_TotalBuildings,Inner_TotalFootprint,Inner_AvgFootprint,Middle_MaxHeight,Middle_MinHeight,Middle_AvgHeight,Middle_BuildingsWithHeight,Middle_TotalBuildings,Middle_TotalFootprint,Middle_AvgFootprint,Outer_MaxHeight,Outer_MinHeight,Outer_AvgHeight,Outer_BuildingsWithHeight,Outer_TotalBuildings,Outer_TotalFootprint,Outer_AvgFootprint,HasStepDown_Inner_Middle,HasStepDown_Middle_Outer,ConsistentStepDown,Typology
2391,HARVARD STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Red Line,Underground Fixed Guideway Station,1984.0,147175.0,42.373362,-71.118956,"Harvard, 1400 Massachusetts Avenue, 1 Brattle St at, Cambridge, MA 02138, USA",Cambridge,MA,Middlesex County,2138,10.0,1.0,3.48,21,90,46853.08,520.59,8.0,1.0,3.43,28,151,97203.13,643.73,22.0,1.0,3.89,151,895,356543.06,398.37,True,False,False,Other
2392,HAVERHILL STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Haverhill Line,Exclusive Platform Station,1998.0,19300.0,42.77333,-71.08629,"Haverhill, 1 Washington Ave, Haverhill, MA 01832, USA",Haverhill,MA,Essex County,1832,4.0,4.0,4.0,1,87,27034.47,310.74,2.0,2.0,2.0,1,217,58040.44,267.47,0.0,0.0,0.0,0,1423,253613.03,178.22,True,False,False,Other
2393,HAWES ST STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,2008.0,8400.0,42.344906,-71.111145,"Hawes Street, Beacon St &, Hawes St, Brookline, MA 02446, USA",Brookline,MA,Norfolk County,2446,4.0,4.0,4.0,1,45,14350.56,318.9,9.0,2.0,3.07,15,196,53041.08,270.62,30.0,1.0,6.8,46,586,361289.44,616.53,False,False,False,Other
2394,HAYMARKET--GREEN LINE STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Underground Fixed Guideway Station,2000.0,21887.0,42.36199,-71.05801,"Congress St @ Haymarket Sta, Boston, MA 02108, USA",Boston,MA,Suffolk County,2108,45.0,1.0,5.52,33,40,21945.35,548.63,41.0,1.0,5.34,177,393,133577.33,339.89,56.0,1.0,7.7,447,1590,614917.87,386.74,True,False,False,Other
2395,HAYMARKET--ORANGE LINE STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Orange Line,Underground Fixed Guideway Station,2000.0,21887.0,42.36199,-71.05801,"Congress St @ Haymarket Sta, Boston, MA 02108, USA",Boston,MA,Suffolk County,2108,45.0,1.0,5.52,33,40,21945.35,548.63,41.0,1.0,5.34,177,393,133577.33,339.89,56.0,1.0,7.7,447,1590,614917.87,386.74,True,False,False,Other
2396,HEATH ST PLATFORM STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Simple At-Grade Platform Station,2003.0,22800.0,42.328681,-71.110559,"Heath Street, Boston, MA 02130, USA",Boston,MA,Suffolk County,2130,14.0,11.0,12.5,2,30,12925.29,430.84,4.0,3.0,3.57,7,135,47613.83,352.7,27.0,1.0,4.79,62,1490,314322.46,210.95,True,False,False,Other
2397,HERSEY STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Needham Line,Exclusive Platform Station,1992.0,6400.0,42.275842,-71.214853,"397 Great Plain Ave, Needham, MA 02492, USA",Needham,MA,Norfolk County,2492,0.0,0.0,0.0,0,52,7468.03,143.62,0.0,0.0,0.0,0,168,25704.13,153.0,2.0,2.0,2.0,1,1105,173027.37,156.59,False,False,False,Other
2398,"HEWITT'S COVE,HINGHAM STATION",Ferry,Massachusetts Bay Transportation Authority (MBTA),F1 Ferry,Ferryboat Terminal,,11700.0,42.252643,-70.919875,"28 Shipyard Dr, Hingham, MA 02043, USA",Hingham,MA,Plymouth County,2043,5.0,2.0,3.5,2,14,11576.0,826.86,3.0,2.0,2.5,2,47,37218.68,791.89,0.0,0.0,0.0,0,230,95880.05,416.87,True,False,False,Other
2399,HIGHLAND STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Needham Line,At-Grade Fixed Guideway Station,1987.0,6600.0,42.284869,-71.1547,"1 Hastings St, Boston, MA 02132, USA",Boston,MA,Suffolk County,2132,0.0,0.0,0.0,0,112,25782.2,230.2,1.0,1.0,1.0,1,433,65750.86,151.85,3.0,1.0,2.0,3,2368,278446.28,117.59,False,False,False,Donut
2400,HOLBROOK/ RANDOLPH STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Middleborough/Lakeville Line,Exclusive Platform Station,1997.0,8800.0,42.15638,-71.0273,"Holbrook/Randolph, Massachusetts 02368, USA",Randolph,MA,Norfolk County,2368,0.0,0.0,0.0,0,39,4527.58,116.09,0.0,0.0,0.0,0,136,29357.75,215.87,0.0,0.0,0.0,0,729,131414.38,180.27,False,False,False,Other
2401,HYANNIS STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),CapeFLYER,At-Grade Fixed Guideway Station,2013.0,11700.0,41.65568,-70.27988,"Transportation Center, Hyannis, MA, Barnstable, MA 02601, USA",Hyannis,MA,Barnstable County,2601,2.0,2.0,2.0,1,33,24894.35,754.37,2.0,1.0,1.6,5,249,56189.25,225.66,2.0,1.0,1.77,13,782,211719.91,270.74,False,False,False,Other
2402,HYDE PARK STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),"Franklin Line, Providence/Stoughton Line",At-Grade Fixed Guideway Station,1987.0,23800.0,42.25458,-71.12567,"1 Pingree St, Hyde Park, MA 02136, USA",Hyde Park,MA,Suffolk County,2136,2.0,2.0,2.0,1,121,25964.84,214.59,0.0,0.0,0.0,0,384,74585.18,194.23,3.0,2.0,2.25,4,1461,209232.76,143.21,False,False,False,Other
2403,HYNES STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Underground Fixed Guideway Station,1975.0,29551.0,42.347888,-71.087903,"Hynes Convention Center Station, Boston, MA 02115, USA",Boston,MA,Suffolk County,2115,22.0,1.0,4.81,21,108,45617.37,422.38,26.0,1.0,5.18,79,332,91725.44,276.28,52.0,1.0,6.19,191,831,335844.87,404.15,False,False,False,Donut
2404,IPSWICH STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Newburyport/Rockport Line,Exclusive Platform Station,1995.0,9260.0,42.67602,-70.84088,"1 Peatfield St, Ipswich, MA 01938, USA",Ipswich,MA,Essex County,1938,0.0,0.0,0.0,0,130,14611.98,112.4,0.0,0.0,0.0,0,187,42378.61,226.62,0.0,0.0,0.0,0,873,160740.75,184.12,False,False,False,Other
2405,ISLINGTON STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Franklin Line,Exclusive Platform Station,1977.0,2200.0,42.22095,-71.18388,"48 Carroll Ave, Westwood, MA 02090, USA",Westwood,MA,Norfolk County,2090,0.0,0.0,0.0,0,85,10143.89,119.34,0.0,0.0,0.0,0,226,29117.85,128.84,1.0,1.0,1.0,1,706,156135.99,221.16,False,False,False,Other
2406,JACKSON SQ STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Orange Line,Underground Fixed Guideway Station,1987.0,42127.0,42.32248,-71.10023,"1 Lamartine St, Boston, MA 02119, USA",Boston,MA,Suffolk County,2119,7.0,1.0,5.83,6,60,19726.45,328.77,7.0,1.0,4.41,17,240,75466.9,314.45,17.0,1.0,2.97,117,1829,308556.37,168.7,False,False,False,Other
2407,JFK/UMAS--RED LINE STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Red Line,At-Grade Fixed Guideway Station,1986.0,39077.0,42.320685,-71.052391,"875 Columbia Rd, Dorchester, MA 02125, USA",Dorchester,MA,Suffolk County,2125,3.0,1.0,2.08,40,46,6719.29,146.07,4.0,1.0,2.45,264,316,65766.85,208.12,6.0,1.0,2.56,934,1261,268805.66,213.17,False,False,False,Donut
2408,JFK/UMASS--COMMUTER RAIL STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),"Middleborough/Lakeville Line, Greenbush Line, Kingston/Plymouth Line",At-Grade Fixed Guideway Station,1986.0,39077.0,42.321123,-71.052555,"JFK / UMass, 599 Old Colony Ave, Boston, MA 02127, USA",Boston,MA,Suffolk County,2127,3.0,1.0,1.93,28,35,5187.62,148.22,4.0,1.0,2.49,261,305,63382.22,207.81,6.0,1.0,2.55,896,1229,270732.38,220.29,False,False,False,Donut
2409,KENDAL GREEN STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Fitchburg Line,Exclusive Platform Station,1964.0,3278.0,42.37897,-71.282411,"Kendal Green, 198 Church St, Weston, MA 02493, USA",Weston,MA,Middlesex County,2493,2.0,2.0,2.0,2,16,2775.02,173.44,0.0,0.0,0.0,0,45,11710.35,260.23,0.0,0.0,0.0,0,197,57687.06,292.83,False,False,False,Other
2410,KENDALL/MIT STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Red Line,Underground Fixed Guideway Station,1983.0,19418.0,42.362491,-71.086177,"323 Main St, Cambridge, MA 02142, USA",Cambridge,MA,Middlesex County,2142,28.0,0.0,10.78,18,26,46323.22,1781.66,26.0,1.0,8.06,48,71,123017.08,1732.63,17.0,0.0,3.45,307,539,423408.09,785.54,True,True,True,Other
2411,KENMORE STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Underground Fixed Guideway Station,2004.0,27599.0,42.348949,-71.095169,"Kenmore, Boston, MA 02215, USA",Boston,MA,Suffolk County,2215,10.0,1.0,5.67,15,45,26765.64,594.79,13.0,1.0,5.9,21,67,58914.52,879.32,30.0,1.0,5.65,149,525,302713.72,576.6,False,False,False,Other
2412,KENT ST STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,2008.0,15800.0,42.344074,-71.114197,"Kent Street, Brookline, MA 02446, USA",Brookline,MA,Norfolk County,2446,4.0,2.0,3.0,4,58,23290.78,401.57,9.0,2.0,4.38,8,170,49085.24,288.74,10.0,1.0,2.98,51,791,318622.9,402.81,False,False,False,Other
2413,KINGSTON STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Kingston/Plymouth Line,Exclusive Platform Station,1997.0,8300.0,41.97757,-70.72175,"Kingston, 134 Marion Dr, Kingston, MA 02364, USA",Kingston,MA,Plymouth County,2364,0.0,0.0,0.0,0,5,902.66,180.53,0.0,0.0,0.0,0,30,8360.61,278.69,1.0,1.0,1.0,1,90,114939.0,1277.1,False,False,False,Other
2414,LANDSDOWNE STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Framingham/Worcester Line,At-Grade Fixed Guideway Station,2014.0,13400.0,42.34739,-71.09957,"Lansdowne, Boston, MA 02215, USA",Boston,MA,Suffolk County,2215,14.0,1.0,5.79,14,34,47573.24,1399.21,18.0,1.0,7.0,43,112,114726.46,1024.34,30.0,1.0,5.72,53,295,184114.64,624.12,False,False,False,Other
2415,LAWRENCE STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Haverhill Line,Exclusive Platform Station,2005.0,10500.0,42.701806,-71.15198,"211 Merrimack St, Lawrence, MA 01843, USA",Lawrence,MA,Essex County,1843,6.0,6.0,6.0,1,13,34272.33,2636.33,0.0,0.0,0.0,0,192,73010.41,380.26,6.0,1.0,2.86,14,1019,266819.9,261.84,False,False,False,Other
2416,LECHMERE STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Elevated Fixed Guideway Station,2021.0,18310.0,42.371259,-71.076123,"129 Cambridge St, Cambridge, MA 02139, USA",Cambridge,MA,Middlesex County,2139,20.0,2.0,7.67,9,25,28680.97,1147.24,22.0,1.0,6.18,34,101,86504.7,856.48,15.0,1.0,2.68,354,758,364039.21,480.26,False,True,False,Other
2417,LINCOLN STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Fitchburg Line,Exclusive Platform Station,1963.0,5400.0,42.41368,-71.32551,"160 Lincoln Rd, Lincoln, MA 01773, USA",Lincoln,MA,Middlesex County,1773,2.0,2.0,2.0,2,38,11919.81,313.68,0.0,0.0,0.0,0,65,17908.74,275.52,0.0,0.0,0.0,0,130,25082.68,192.94,False,False,False,Other
2418,LITTLETON / RTE 495 STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Fitchburg Line,At-Grade Fixed Guideway Station,2013.0,16000.0,42.52135,-71.50343,"Parking lot, 261 Foster St, Littleton, MA 01460, USA",Littleton,MA,Middlesex County,1460,0.0,0.0,0.0,0,1,5069.05,5069.05,0.0,0.0,0.0,0,19,2976.92,156.68,2.0,2.0,2.0,2,110,46664.11,424.22,False,False,False,Other
2419,LOGAN FERRY TERMINAL STATION,Ferry,Massachusetts Bay Transportation Authority (MBTA),"Quincy/Hull Ferry(F2(H)), Quincy Ferry(F2)",Ferryboat Terminal,,11700.0,42.359789,-71.02734,"Logan Airport Ferry Terminal, Boston, MA 02128, USA",Boston,MA,Suffolk County,2128,0.0,0.0,0.0,0,11,9631.28,875.57,4.0,1.0,2.5,4,10,35026.98,3502.7,4.0,3.0,3.29,7,223,68447.43,306.94,False,False,False,Other
2420,"LONG WHARF,BOSTON STATION",Ferry,Massachusetts Bay Transportation Authority (MBTA),"Quincy Ferry(F2), Charlestown Ferry(F4), Quincy/Hull Ferry(F2(H))",Ferryboat Terminal,,11700.0,42.360018,-71.050247,"13 Long Wharf, Boston, MA 02110, USA",Boston,MA,Suffolk County,2110,11.0,1.0,3.33,15,37,23495.05,635.0,41.0,1.0,7.63,71,136,65331.88,480.38,52.0,1.0,7.05,373,920,376563.23,409.31,False,False,False,Other
2421,LONGWOOD MED AREA STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,2003.0,16300.0,42.335903,-71.100052,"Huntington Ave @ Longwood Ave, Boston, MA, USA",Boston,MA,Suffolk County,2115,24.0,3.0,9.89,9,34,41967.11,1234.33,21.0,2.0,10.0,4,97,102172.86,1053.33,27.0,1.0,6.46,72,764,408085.33,534.14,True,False,False,Other
2422,LONGWOOD STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,2009.0,16100.0,42.3416,-71.10988,"Longwood, Brookline, MA 02446, USA",Brookline,MA,Norfolk County,2446,9.0,9.0,9.0,3,34,14485.64,426.05,4.0,2.0,2.57,7,157,71370.61,454.59,30.0,1.0,6.48,69,698,393579.64,563.87,True,False,False,Other
2423,LOWELL STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Lowell Line,At-Grade Fixed Guideway Station,1983.0,6450.0,42.63665,-71.31512,"101 Thorndike St, Lowell, MA 01852, USA",Lowell,MA,Middlesex County,1852,0.0,0.0,0.0,0,41,26352.96,642.76,2.0,2.0,2.0,4,225,67702.13,300.9,7.0,1.0,3.82,11,1349,346080.21,256.55,False,False,False,Donut
2424,LYNN STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Newburyport/Rockport Line,Elevated Fixed Guideway Station,1992.0,14880.0,42.46259,-70.94592,"Lynn, 325 Broad St, Lynn, MA 01901, USA",Lynn,MA,Essex County,1901,8.0,8.0,8.0,1,38,29103.88,765.89,6.0,3.0,4.0,3,91,99775.2,1096.43,2.0,2.0,2.0,2,1057,330613.36,312.78,True,True,True,Other
2425,MALDEN STATION--COMMUTER RAIL,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Haverhill Line,Elevated Fixed Guideway Station,2002.0,31035.0,42.426407,-71.074227,"Malden Center, Commercial St &, Pleasant St, Malden, MA 02148, USA",Maiden,MA,Middlesex County,2148,6.0,4.0,5.0,2,31,27686.27,893.11,6.0,1.0,3.2,10,267,93587.1,350.51,10.0,1.0,2.62,37,1891,362137.72,191.51,False,False,False,Other
2426,MALDEN STATION--ORANGE LINE,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Orange Line,Elevated Fixed Guideway Station,2002.0,31035.0,42.426632,-71.07411,"31 Commercial St, Malden, MA 02148, USA",Malden,MA,Middlesex County,2148,6.0,4.0,5.0,2,31,28020.33,903.88,6.0,1.0,3.2,10,266,93504.42,351.52,10.0,1.0,2.62,37,1898,362354.46,190.91,False,False,False,Other
2427,MANCHESTER STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Newburyport/Rockport Line,Exclusive Platform Station,1985.0,12000.0,42.57412,-70.76825,"11 Summer St, Manchester-by-the-Sea, MA 01944, USA",Manchester-by-the-Sea,MA,Essex County,1944,0.0,0.0,0.0,0,86,16292.66,189.45,0.0,0.0,0.0,0,193,31686.41,164.18,0.0,0.0,0.0,0,626,102217.4,163.29,False,False,False,Other
2428,MANSFIELD STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Providence/Stoughton Line,At-Grade Fixed Guideway Station,2004.0,17100.0,42.03246,-71.22008,"Mansfield, Mansfield, MA 02048, USA",Mansfield,MA,Bristol County,2048,0.0,0.0,0.0,0,24,11587.81,482.83,0.0,0.0,0.0,0,232,42558.78,183.44,0.0,0.0,0.0,0,1003,130345.86,129.96,False,False,False,Other
2429,MASSACHUSETTS AVE STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Orange Line,At-Grade Fixed Guideway Station,1987.0,31572.0,42.34269,-71.08491,"Symphony, Boston, MA 02115, USA",Boston,MA,Suffolk County,2115,14.0,1.0,3.78,32,64,36402.06,568.78,26.0,1.0,10.67,15,321,95586.35,297.78,52.0,1.0,6.63,126,1433,423214.96,295.33,False,False,False,Other
2430,MATTAPAN STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Mattapan High-Speed Line,Exclusive Platform Station,2007.0,20818.0,42.267762,-71.092241,"Mattapan, 500 River St, Boston, MA 02126, USA",Boston,MA,Suffolk County,2126,0.0,0.0,0.0,0,25,20289.93,811.6,0.0,0.0,0.0,0,369,58974.2,159.82,0.0,0.0,0.0,0,1827,212062.19,116.07,False,False,False,Other
2431,MAVERICK STATION,Heavy Rail,Massachusetts Bay Transportation Authority (MBTA),Blue Line,Underground Fixed Guideway Station,2004.0,44891.0,42.369119,-71.03953,"Maverick, Boston, MA 02128, USA",Boston,MA,Suffolk County,2128,7.0,1.0,3.18,38,149,38074.46,255.53,6.0,1.0,4.16,31,312,81835.16,262.29,17.0,1.0,2.96,55,794,206062.91,259.53,True,False,False,Other
2432,MELROSE CEDAR PARK STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Haverhill Line,Exclusive Platform Station,2004.0,13845.0,42.45868,-71.06981,"138 W Emerson St, Melrose, MA 02176, USA",Melrose,MA,Middlesex County,2176,4.0,1.0,2.67,3,137,20119.42,146.86,0.0,0.0,0.0,0,414,54288.79,131.13,4.0,1.0,2.5,4,1701,252904.57,148.68,False,False,False,Other
2433,MELROSE HIGHLANDS STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Haverhill Line,Exclusive Platform Station,2006.0,13035.0,42.46934,-71.0683,"Melrose Highlands, Melrose, MA 02176, USA",Melrose,MA,Middlesex County,2176,0.0,0.0,0.0,0,136,19516.02,143.5,0.0,0.0,0.0,0,480,48402.4,100.84,4.0,4.0,4.0,1,1579,195381.66,123.74,False,False,False,Other
2434,MIDDLEBORO/ LAKEVILLE STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Middleborough/Lakeville Line,At-Grade Fixed Guideway Station,1997.0,9000.0,41.87821,-70.918444,"Lakeville MBTA, Lakeville, MA 02347, USA",Lakeville,MA,Plymouth County,2347,0.0,0.0,0.0,0,4,1511.67,377.92,0.0,0.0,0.0,0,32,18288.76,571.52,0.0,0.0,0.0,0,188,128210.57,681.97,False,False,False,Other
2435,MILTON STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Mattapan High-Speed Line,Exclusive Platform Station,1980.0,658.0,42.270275,-71.067665,"40 Adams St, Milton, MA 02186, USA",Milton,MA,Norfolk County,2186,0.0,0.0,0.0,0,53,22968.53,433.37,0.0,0.0,0.0,0,244,42605.51,174.61,4.0,3.0,3.5,2,1042,135434.53,129.98,False,False,False,Other
2436,MISHAWUM STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Lowell Line,Exclusive Platform Station,1984.0,19200.0,42.50296,-71.13698,"250 Mishawum Rd, Woburn, MA 01801, USA",Woburn,MA,Middlesex County,1801,0.0,0.0,0.0,0,10,10705.31,1070.53,0.0,0.0,0.0,0,47,54704.75,1163.93,2.0,1.0,1.5,6,327,345897.38,1057.79,False,False,False,Other
2437,MISSION PARK STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Simple At-Grade Platform Station,2005.0,5000.0,42.333122,-71.109688,"Mission Park, Boston, MA 02115, USA",Boston,MA,Suffolk County,2115,27.0,3.0,6.73,11,91,25594.69,281.26,13.0,2.0,7.12,8,227,58797.89,259.02,25.0,1.0,6.68,60,932,407741.96,437.49,True,False,False,Other
2438,MONTELLO STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Middleborough/Lakeville Line,Exclusive Platform Station,1997.0,19200.0,42.10625,-71.02177,"150 SPARK St, Brockton, MA 02302, USA",Brockton,MA,Plymouth County,2302,0.0,0.0,0.0,0,65,24258.33,373.21,0.0,0.0,0.0,1,272,59869.87,220.11,0.0,0.0,0.0,0,1389,194931.09,140.34,False,False,False,Other
2439,MONTSERRAT STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Newburyport/Rockport Line,Exclusive Platform Station,1984.0,10450.0,42.56204,-70.86926,"Montserrat Station, 180 Essex St, Beverly, MA 01915, USA",Beverly,MA,Essex County,1915,0.0,0.0,0.0,0,105,10277.21,97.88,0.0,0.0,0.0,0,327,33365.89,102.04,0.0,0.0,0.0,0,931,128106.81,137.6,False,False,False,Other
2440,MORTON STREET STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),"Franklin Line, Fairmount Line",At-Grade Fixed Guideway Station,2007.0,15900.0,42.28016,-71.086,"865 Morton St, Mattapan, MA 02126, USA",Mattapan,MA,Suffolk County,2126,4.0,1.0,2.53,17,95,27708.33,291.67,3.0,3.0,3.0,6,562,75455.74,134.26,6.0,4.0,4.67,3,1955,295976.18,151.39,True,False,False,Donut
2441,MUSEUM OF FINE ARTS STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,2003.0,13700.0,42.337681,-71.095474,"Museum of Fine Arts, Boston, MA, USA",Boston,MA,Suffolk County,2115,21.0,21.0,21.0,1,18,20475.38,1137.52,16.0,1.0,6.79,14,68,73321.65,1078.26,24.0,1.0,7.32,65,400,405085.87,1012.71,True,False,False,Other
2442,NANTASKET JUNCTION STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Greenbush Line,Exclusive Platform Station,2007.0,8000.0,42.24493,-70.86827,"Nantasket Junction, 190 Summer St, Hingham, MA 02043, USA",Hingham,MA,Plymouth County,2043,0.0,0.0,0.0,0,23,3616.85,157.25,0.0,0.0,0.0,0,73,10814.75,148.15,0.0,0.0,0.0,0,287,47380.21,165.09,False,False,False,Other
2443,NATICK STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Framingham/Worcester Line,At-Grade Fixed Guideway Station,1962.0,11340.0,42.285683,-71.347284,"34 Main St, Natick, MA 01760, USA",Natick,MA,Middlesex County,1760,0.0,0.0,0.0,0,87,23388.63,268.83,0.0,0.0,0.0,0,366,68136.62,186.17,4.0,2.0,2.67,3,1353,187951.74,138.91,False,False,False,Other
2444,NEEDHAM CENTER STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Needham Line,Exclusive Platform Station,1987.0,7200.0,42.281,-71.23759,"Needham Center, Great Plain Ave, Eaton Rd, Needham, MA 02492, USA",Needham,MA,Norfolk County,2492,3.0,1.0,1.67,3,64,27747.0,433.55,4.0,4.0,4.0,1,256,58357.03,227.96,0.0,0.0,0.0,0,1163,193165.21,166.09,False,False,False,Other
2445,NEEDHAM HEIGHTS STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Needham Line,Exclusive Platform Station,1987.0,6100.0,42.29342,-71.23595,"95 West St, Needham, MA 02494, USA",Needham,MA,Norfolk County,2494,2.0,1.0,1.5,2,89,26269.53,295.16,2.0,2.0,2.0,6,299,57830.99,193.41,0.0,0.0,0.0,0,960,180548.09,188.07,False,False,False,Other
2446,NEEDHAM JUNCTION STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Needham Line,At-Grade Fixed Guideway Station,1985.0,6000.0,42.27312,-71.23565,"51 Junction St, Needham, MA 02492, USA",Needham,MA,Norfolk County,2492,2.0,2.0,2.0,1,101,14608.02,144.63,0.0,0.0,0.0,0,306,47131.19,154.02,4.0,2.0,3.0,2,907,161515.67,178.08,False,False,False,Other
2447,NEWBURYPORT STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Newburyport/Rockport Line,Exclusive Platform Station,1998.0,19090.0,42.7969,-70.87766,"Newburyport, 25 Boston Way, Newburyport, MA 01950, USA",Newburyport,MA,Essex County,1950,0.0,0.0,0.0,0,7,1756.07,250.87,0.0,0.0,0.0,0,28,29288.18,1046.01,0.0,0.0,0.0,0,208,100651.18,483.9,False,False,False,Other
2448,NEWMARKET STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),"Fairmount Line,  Franklin/Foxboro Line, Providence/Stoughton Line",Elevated Fixed Guideway Station,2013.0,16000.0,42.327415,-71.065674,"Newmarket, 1070 Massachusetts Ave, Boston, MA 02118, USA",Boston,MA,Suffolk County,2118,0.0,0.0,0.0,0,20,38586.52,1929.33,6.0,6.0,6.0,1,74,93705.93,1266.3,6.0,1.0,2.68,219,987,355873.97,360.56,False,False,False,Other
2449,NEWTON CENTRE STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,1959.0,10300.0,42.329441,-71.19245,"Newton Centre, Newton, MA 02459, USA",Newton,MA,Middlesex County,2459,5.0,1.0,2.25,4,82,25121.75,306.36,2.0,1.0,1.62,8,290,61293.19,211.36,3.0,2.0,2.14,7,1006,163003.55,162.03,True,False,False,Other
2450,NEWTON HIGHLANDS STATION,Light Rail,Massachusetts Bay Transportation Authority (MBTA),Green Line,Exclusive Platform Station,1959.0,13600.0,42.32241,-71.20542,"18 Station Ave, Newton, MA 02461, USA",Newton,MA,Middlesex County,2461,2.0,2.0,2.0,1,127,23005.51,181.15,0.0,0.0,0.0,0,390,54565.19,139.91,2.0,1.0,1.75,4,1252,173700.9,138.74,False,False,False,Other
2451,NEWTONVILLE STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Framingham/Worcester Line,Exclusive Platform Station,1981.0,10200.0,42.3516,-71.2051,"Newtonville, Newton, MA 02460, USA",Newton,MA,Middlesex County,2460,3.0,3.0,3.0,1,77,22425.5,291.24,2.0,1.0,1.5,2,349,71914.03,206.06,2.0,2.0,2.0,2,1519,249533.57,164.27,True,False,False,Other
2452,NORFOLK STATION,Commuter Rail,Massachusetts Bay Transportation Authority (MBTA),Franklin Line,Exclusive Platform Station,1990.0,8800.0,42.120694,-71.325217,"12 Rockwood Rd, Norfolk, MA 02056, USA",Norfolk,MA,Norfolk County,2056,0.0,0.0,0.0,0,54,11405.34,211.21,0.0,0.0,0.0,0,122,26559.28,217.7,0.0,0.0,0.0,0,282,43089.36,152.8,False,False,False,Other
